0.000000	-2.645649	6.020648	3.374999
0.005000	-2.668334	6.043332	3.374997
0.010000	-2.693048	6.068044	3.374996
0.015000	-2.719779	6.094771	3.374993
0.020000	-2.748512	6.123504	3.374991
0.025000	-2.779233	6.154220	3.374987
0.030000	-2.811913	6.186897	3.374984
0.035000	-2.846523	6.221503	3.374979
0.040000	-2.883020	6.257993	3.374974
0.045000	-2.921347	6.296313	3.374966
0.050000	-2.961431	6.336388	3.374957
0.055000	-3.003175	6.378121	3.374946
0.060000	-3.046457	6.421391	3.374933
0.065000	-3.091120	6.466036	3.374916
0.070000	-3.136961	6.511855	3.374894
0.075000	-3.183726	6.558594	3.374868
0.080000	-3.231096	6.605930	3.374834
0.085000	-3.278672	6.653466	3.374794
0.090000	-3.325956	6.700701	3.374745
0.095000	-3.372341	6.747025	3.374685
0.100000	-3.417079	6.791691	3.374612
0.105000	-3.459269	6.833794	3.374525
0.110000	-3.497829	6.872252	3.374423
0.115000	-3.531484	6.905787	3.374303
0.120000	-3.558749	6.932915	3.374165
0.125000	-3.577941	6.951953	3.374012
0.130000	-3.587203	6.961050	3.373847
0.135000	-3.584563	6.958240	3.373677
0.140000	-3.568059	6.941573	3.373514
0.145000	-3.535915	6.909290	3.373375
0.150000	-3.486804	6.860088	3.373285
0.155000	-3.420197	6.793470	3.373273
0.160000	-3.336785	6.710153	3.373368
0.165000	-3.238893	6.612494	3.373601
0.170000	-3.130850	6.504828	3.373979
0.175000	-3.019100	6.393593	3.374492
0.180000	-2.911978	6.287071	3.375093
0.185000	-2.818964	6.194663	3.375700
0.190000	-2.749470	6.125681	3.376211
0.195000	-2.711329	6.087849	3.376520
0.200000	-2.709306	6.085869	3.376563
0.205000	-2.744119	6.120443	3.376324
0.210000	-2.812230	6.188086	3.375855
0.215000	-2.906533	6.281775	3.375242
0.220000	-3.017642	6.392232	3.374589
0.225000	-3.135467	6.509461	3.373994
0.230000	-3.250606	6.624126	3.373520
0.235000	-3.355330	6.728528	3.373198
0.240000	-3.444066	6.817090	3.373024
0.245000	-3.513427	6.886412	3.372986
0.250000	-3.561994	6.935043	3.373049
0.255000	-3.589923	6.963110	3.373188
0.260000	-3.598542	6.971917	3.373375
0.265000	-3.589993	6.963583	3.373591
0.270000	-3.566926	6.940748	3.373821
0.275000	-3.532280	6.906335	3.374055
0.280000	-3.489091	6.863373	3.374281
0.285000	-3.440357	6.814850	3.374493
0.290000	-3.388906	6.763589	3.374683
0.295000	-3.337294	6.712138	3.374844
0.300000	-3.287693	6.662666	3.374974
0.305000	-3.241823	6.616888	3.375065
0.310000	-3.200887	6.576004	3.375117
0.315000	-3.165547	6.540680	3.375133
0.320000	-3.135944	6.511061	3.375117
0.325000	-3.111753	6.486827	3.375074
0.330000	-3.092267	6.467278	3.375011
0.335000	-3.076506	6.451443	3.374937
0.340000	-3.063330	6.438191	3.374861
0.345000	-3.051558	6.426345	3.374787
0.350000	-3.040051	6.414773	3.374723
0.355000	-3.027793	6.402463	3.374670
0.360000	-3.013936	6.388566	3.374630
0.365000	-2.997821	6.372426	3.374605
0.370000	-2.978985	6.353577	3.374591
0.375000	-2.957148	6.331735	3.374588
0.380000	-2.932188	6.306781	3.374594
0.385000	-2.904117	6.278725	3.374608
0.390000	-2.873056	6.247682	3.374626
0.395000	-2.839200	6.213847	3.374647
0.400000	-2.802797	6.177468	3.374671
0.405000	-2.764128	6.138823	3.374695
0.410000	-2.723488	6.098207	3.374719
0.415000	-2.681173	6.055915	3.374742
0.420000	-2.637473	6.012237	3.374764
0.425000	-2.592660	5.967445	3.374784
0.430000	-2.546991	5.921794	3.374803
0.435000	-2.500696	5.875517	3.374821
0.440000	-2.453986	5.828823	3.374836
0.445000	-2.407049	5.781899	3.374850
0.450000	-2.360049	5.734911	3.374862
0.455000	-2.313131	5.688003	3.374872
0.460000	-2.266420	5.641301	3.374881
0.465000	-2.220023	5.594912	3.374889
0.470000	-2.174032	5.548927	3.374896
0.475000	-2.128523	5.503425	3.374902
0.480000	-2.083563	5.458470	3.374907
0.485000	-2.039205	5.414116	3.374911
0.490000	-1.995492	5.370408	3.374916
0.495000	-1.952462	5.327381	3.374919
0.500000	-1.910141	5.285063	3.374922
0.505000	-1.868552	5.243476	3.374924
0.510000	-1.827712	5.202637	3.374926
0.515000	-1.787631	5.162559	3.374927
0.520000	-1.748319	5.123248	3.374929
0.525000	-1.709780	5.084711	3.374930
0.530000	-1.672016	5.046947	3.374931
0.535000	-1.635026	5.009958	3.374932
0.540000	-1.598807	4.973739	3.374933
0.545000	-1.563354	4.938287	3.374933
0.550000	-1.528663	4.903596	3.374933
0.555000	-1.494726	4.869659	3.374933
0.560000	-1.461535	4.836468	3.374933
0.565000	-1.429081	4.804014	3.374933
0.570000	-1.397354	4.772287	3.374933
0.575000	-1.366345	4.741279	3.374933
0.580000	-1.336044	4.710977	3.374932
0.585000	-1.306439	4.681371	3.374932
0.590000	-1.277520	4.652452	3.374932
0.595000	-1.249275	4.624207	3.374932
0.600000	-1.221694	4.596625	3.374931
0.605000	-1.194764	4.569695	3.374930
0.610000	-1.168475	4.543406	3.374930
0.615000	-1.142815	4.517745	3.374929
0.620000	-1.117774	4.492702	3.374929
0.625000	-1.093338	4.468267	3.374929
0.630000	-1.069498	4.444426	3.374928
0.635000	-1.046243	4.421170	3.374927
0.640000	-1.023560	4.398487	3.374927
0.645000	-1.001440	4.376366	3.374926
0.650000	-0.979871	4.354797	3.374926
0.655000	-0.958844	4.333769	3.374926
0.660000	-0.938347	4.313272	3.374925
0.665000	-0.918370	4.293294	3.374924
0.670000	-0.898903	4.273827	3.374924
0.675000	-0.879935	4.254858	3.374923
0.680000	-0.861458	4.236381	3.374923
0.685000	-0.843461	4.218383	3.374923
0.690000	-0.825934	4.200856	3.374922
